lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,label
4145.0,133.0,179.0,80.0,179.0,139.0,101.0371,114.2639,41.4367,70.1463,65.6201,179.0,89.5,0.0,179.0,0.1385,0.0945,0.0128,1,3,0
159.0,5.0,80.0,278.0,278.0,397.0,62.0987,116.4174,118.6971,91.3592,97.5141,278.0,278.0,0.0,139.0,0.132,0.1855,0.0248,8,1,1
4003.0,129.0,238.0,179.0,179.0,139.0,493.0254,236.8459,534.4128,53.0519,49.3077,179.0,179.0,0.0,358.0,0.3416,0.3596,0.0157,1,2,1
8176.0,255.0,99.0,139.0,139.0,139.0,89.5014,361.4198,46.5725,48.2312,52.0312,139.0,139.0,0.0,0.0,0.2699,0.2699,0.0169,10,3,0
6263.0,184.0,99.0,100.0,100.0,80.0,296.6243,145.4003,364.9658,59.6343,73.6699,100.0,100.0,0.0,0.0,-0.023,0.3695,0.0309,7,1,1
9952.0,306.0,199.0,139.0,139.0,99.0,179.0698,246.6577,33.121,155.6767,158.0902,139.0,139.0,0.0,1431.0,0.16,0.1755,0.0093,1,2,0
2801.0,85.0,219.0,339.0,339.0,339.0,217.5575,233.0161,79.7621,129.4923,154.2077,160.0,160.0,0.0,0.0,1.0317,1.2332,0.0145,8,3,0
7776.0,240.0,99.0,119.0,119.0,179.0,329.5743,293.6018,147.0544,187.4313,174.2362,119.0,119.0,0.0,159.0,0.0441,0.1411,0.0114,2,2,1
9232.0,289.0,99.0,100.0,100.0,139.0,109.7474,201.748,135.8308,62.0181,89.9236,100.0,100.0,3160.0,438.0,0.2027,0.4197,0.0048,6,1,0
1874.0,58.0,179.0,139.0,139.0,159.0,104.0,225.9657,53.9351,69.6312,70.0,99.0,99.0,357.0,99.0,0.1893,0.2394,0.015,7,2,1
9212.0,288.0,159.0,119.0,119.0,80.0,178.4888,108.4078,181.648,11.9269,25.387,119.0,119.0,80.0,0.0,0.2302,0.2407,0.0171,9,2,1
9380.0,291.0,0.0,80.0,80.0,159.0,0.0,94.3107,0.0,39.0032,46.3519,80.0,80.0,0.0,0.0,0.1917,0.2122,0.0125,2,2,1
8034.0,250.0,199.0,80.0,80.0,139.0,129.001,663.8895,26.0192,108.14,101.3163,80.0,80.0,0.0,0.0,0.2088,0.2823,0.0141,1,7,1
2149.0,69.0,259.0,259.0,259.0,120.0,394.1427,258.9947,362.2154,43.2261,54.8293,259.0,259.0,0.0,0.0,0.5989,1.5359,0.0752,1,5,1
5739.0,169.0,99.0,80.0,80.0,179.0,112.2553,426.6075,203.5706,113.6354,114.6222,80.0,80.0,0.0,0.0,0.3095,0.3095,0.01,10,1,1
1643.0,50.0,219.0,159.0,159.0,239.0,207.2981,194.6645,361.2478,166.6208,149.9483,159.0,159.0,517.0,159.0,0.2126,0.6131,0.0364,1,2,0
706.0,22.0,139.0,179.0,179.0,119.0,114.9282,250.8371,280.0803,240.6018,239.669,179.0,179.0,15604.0,1192.0,0.2036,0.0771,0.0107,8,2,0
688.0,22.0,99.0,99.0,99.0,99.0,130.1816,171.0117,79.4796,51.5485,47.0744,99.0,99.0,0.0,695.0,0.1466,0.2246,0.0059,4,3,0
2225.0,71.0,239.0,379.0,379.0,259.0,104.5813,330.5771,68.884,51.0392,66.2061,379.0,379.0,558.0,0.0,1.8859,2.2779,0.0561,2,5,1
9969.0,306.0,199.0,80.0,80.0,80.0,169.105,172.6963,280.765,143.9601,137.4273,80.0,80.0,0.0,1431.0,0.1325,0.4265,0.0054,7,1,0
10100.0,308.0,179.0,80.0,179.0,80.0,92.1588,658.1172,45.0444,53.1507,53.3971,179.0,89.5,0.0,0.0,0.0122,0.2347,0.0192,7,7,0
10082.0,308.0,139.0,119.0,437.0,80.0,77.4919,140.0009,103.1601,21.6449,76.58,437.0,145.6667,0.0,0.0,-0.0318,-0.0023,0.0468,4,3,0
9923.0,305.0,199.0,139.0,139.0,139.0,101.4027,146.5094,62.1289,36.1386,48.5412,139.0,139.0,0.0,0.0,0.0825,0.0925,0.0225,2,2,0
4582.0,142.0,139.0,139.0,219.0,179.0,156.7713,144.6695,115.0043,51.5461,56.0022,80.0,80.0,0.0,0.0,0.0437,0.2337,0.0058,7,2,0
7359.0,225.0,238.0,298.0,298.0,159.0,222.514,306.0261,162.1111,57.5022,59.5,298.0,298.0,0.0,0.0,0.0153,0.0513,0.0297,8,4,1
1203.0,37.0,80.0,179.0,179.0,199.0,66.2212,276.0349,36.6197,47.016,46.6154,179.0,179.0,0.0,0.0,0.1803,0.1793,0.0222,8,4,1
9670.0,298.0,100.0,119.0,119.0,80.0,243.6155,389.2518,81.0987,163.5489,159.4561,119.0,119.0,0.0,0.0,0.0761,0.2531,0.0176,2,2,1
10242.0,311.0,159.0,199.0,298.0,99.0,240.0083,243.4938,151.3308,100.08,28.5044,298.0,149.0,0.0,0.0,0.1822,0.2242,0.0374,9,3,1
10542.0,321.0,99.0,100.0,100.0,179.0,83.3577,255.7953,153.7303,58.5021,75.1083,219.0,219.0,0.0,438.0,0.1057,0.1612,0.0218,7,3,1
3265.0,99.0,139.0,119.0,119.0,139.0,55.9151,170.7469,149.4122,89.8053,89.0898,119.0,119.0,337.0,0.0,0.2735,0.2765,0.017,10,1,0
5183.0,157.0,99.0,139.0,338.0,378.0,226.5657,697.0088,71.1688,165.9518,121.2693,338.0,169.0,0.0,0.0,0.1518,0.0813,0.0348,2,7,0
8069.0,251.0,219.0,159.0,338.0,258.0,91.0179,89.7622,119.5031,28.4297,50.5099,338.0,169.0,0.0,0.0,0.2458,0.0073,0.07,5,1,0
2562.0,78.0,239.0,279.0,279.0,259.0,156.8192,65.622,135.1629,41.1005,41.5843,219.0,219.0,12433.0,1194.0,1.4375,1.7875,0.0055,1,4,1
2686.0,81.0,219.0,199.0,199.0,259.0,111.8794,128.6283,63.3246,49.7041,94.3398,199.0,199.0,0.0,0.0,0.9595,0.9595,0.0213,4,3,0
744.0,22.0,219.0,338.0,338.0,298.0,550.8223,176.5453,621.1538,72.0642,87.8208,199.0,199.0,0.0,597.0,0.0626,0.1421,0.0119,7,1,0
2878.0,87.0,359.0,179.0,179.0,199.0,109.3446,92.0054,161.2979,50.7666,127.343,418.0,209.0,638.0,796.0,1.9487,1.8317,0.0537,2,3,0
9860.0,304.0,179.0,139.0,139.0,99.0,126.8562,223.6096,21.0,104.0829,104.5108,139.0,139.0,0.0,695.0,0.139,0.3235,0.0112,4,2,0
629.0,21.0,179.0,199.0,199.0,99.0,157.8171,226.4757,117.0043,38.9005,40.7063,199.0,199.0,2881.0,199.0,0.0571,0.1611,0.0184,1,4,1
6139.0,181.0,258.0,219.0,219.0,179.0,158.7844,81.7206,100.1299,52.5856,59.5252,219.0,219.0,0.0,0.0,0.1366,0.0811,0.0257,3,3,0
8675.0,275.0,139.0,119.0,119.0,159.0,564.4026,268.0914,674.6332,116.0873,131.6605,119.0,119.0,0.0,0.0,0.1568,0.0258,0.0161,9,1,1
802.0,24.0,99.0,139.0,278.0,239.0,97.7816,155.0887,123.0691,68.7204,68.0974,179.0,179.0,3917.0,0.0,0.0326,0.1211,0.0198,4,4,0
7354.0,225.0,258.0,199.0,199.0,139.0,254.6566,233.6204,168.8342,99.1476,89.0632,199.0,199.0,0.0,0.0,-0.0092,0.1033,0.0199,7,2,0
6987.0,212.0,119.0,80.0,80.0,219.0,218.0694,879.3112,182.0247,44.0454,60.5578,99.0,99.0,2905.0,596.0,0.1028,0.0343,0.0143,1,7,1
7407.0,226.0,139.0,139.0,139.0,139.0,780.0854,200.1406,816.8751,60.9262,51.6841,139.0,139.0,0.0,0.0,-0.0127,0.0293,0.017,7,1,0
6012.0,178.0,219.0,99.0,318.0,259.0,778.0214,357.6468,915.0503,138.3808,46.306,318.0,159.0,0.0,0.0,-0.0139,0.0886,0.0237,5,1,1
3156.0,96.0,339.0,279.0,279.0,120.0,82.4697,70.8978,100.7224,25.5783,41.4035,279.0,279.0,0.0,0.0,1.6111,2.3196,0.0359,8,1,1
10311.0,315.0,179.0,258.0,258.0,139.0,112.3221,159.5384,57.0351,54.555,75.3077,258.0,258.0,0.0,0.0,0.3628,0.2533,0.0343,1,2,1
6695.0,200.0,80.0,139.0,139.0,99.0,540.389,532.5601,586.6379,44.0028,39.1312,139.0,139.0,0.0,0.0,0.0645,0.0165,0.0308,3,1,1
10503.0,321.0,99.0,80.0,80.0,80.0,133.2113,209.2893,170.6605,41.7732,57.3629,99.0,99.0,0.0,298.0,0.2282,0.3742,0.0099,7,1,1
5076.0,154.0,238.0,99.0,417.0,139.0,166.8682,134.7368,207.2342,42.9796,142.514,417.0,139.0,0.0,0.0,0.1818,0.2718,0.0484,7,1,1
304.0,9.0,139.0,100.0,100.0,159.0,76.5131,163.4786,81.5843,26.8561,16.1941,100.0,100.0,0.0,100.0,0.1774,0.1599,0.0128,9,4,0
3677.0,115.0,80.0,119.0,358.0,80.0,462.4722,599.8687,565.7464,106.5129,113.2486,358.0,179.0,0.0,0.0,0.1895,0.2135,0.0729,5,1,1
3532.0,109.0,119.0,398.0,398.0,179.0,243.5262,649.6676,141.1737,93.8416,85.821,398.0,398.0,0.0,0.0,0.5365,0.1645,0.0996,5,7,0
10222.0,311.0,119.0,139.0,139.0,119.0,204.7102,126.935,132.0606,76.3692,82.0,139.0,139.0,0.0,0.0,0.1447,0.1027,0.0175,5,2,0
10128.0,309.0,318.0,199.0,199.0,239.0,485.7309,225.2293,537.3584,54.4059,61.0451,199.0,199.0,0.0,0.0,0.1727,-0.0453,0.0236,4,1,1
3225.0,98.0,80.0,259.0,259.0,219.0,283.9331,57.2123,357.6171,74.027,91.5123,199.0,199.0,0.0,398.0,-0.3369,0.0441,0.014,5,1,0
2122.0,67.0,0.0,219.0,219.0,179.0,0.0,122.6469,0.0,73.3161,69.7298,219.0,219.0,0.0,0.0,1.2479,2.9684,0.0866,1,1,1
5088.0,154.0,99.0,139.0,139.0,139.0,91.9633,150.2132,79.3095,24.8395,20.9404,139.0,139.0,0.0,0.0,0.3163,0.3583,0.0161,10,3,0
3518.0,108.0,159.0,179.0,179.0,99.0,190.6948,385.573,273.9069,80.1639,72.2721,179.0,179.0,577.0,0.0,0.1493,0.3008,0.0344,9,1,1
6006.0,178.0,80.0,298.0,298.0,99.0,184.808,112.0413,249.3231,71.1425,79.456,298.0,298.0,0.0,0.0,0.0216,-0.0114,0.0222,4,1,0
1730.0,54.0,139.0,99.0,338.0,99.0,613.3574,170.0,716.1899,102.5195,101.5308,338.0,169.0,0.0,338.0,0.2758,0.1538,0.0558,5,1,1
10383.0,317.0,99.0,139.0,239.0,139.0,286.5925,83.1775,261.8416,84.9073,75.6637,239.0,119.5,0.0,0.0,0.0312,0.1352,0.0393,5,1,0
10686.0,328.0,0.0,238.0,238.0,199.0,865.3843,141.2869,917.848,113.0277,87.0244,278.0,139.0,0.0,0.0,0.0277,0.0482,0.0276,1,1,1
2584.0,78.0,219.0,219.0,378.0,199.0,93.2269,568.4259,74.3303,23.2433,180.5692,498.0,249.0,896.0,1654.0,1.525,1.49,0.0126,5,5,0
3152.0,96.0,239.0,279.0,279.0,120.0,124.6796,114.6833,90.0888,47.8017,58.86,279.0,279.0,0.0,0.0,-0.0299,1.6561,0.0359,5,2,1
2960.0,91.0,0.0,259.0,259.0,199.0,0.0,59.5525,0.0,83.0557,113.6893,259.0,259.0,0.0,0.0,0.6531,1.0896,0.0231,2,1,0
5945.0,177.0,298.0,238.0,238.0,179.0,92.6094,139.5323,104.1729,13.0863,23.1625,238.0,238.0,0.0,0.0,-0.0239,0.2091,0.0372,1,3,1
9548.0,294.0,159.0,99.0,99.0,179.0,231.2926,334.642,108.462,171.8524,166.548,99.0,99.0,0.0,0.0,0.4371,0.4721,0.0166,9,5,0
8127.0,254.0,139.0,119.0,258.0,179.0,583.7949,141.508,675.7426,93.5428,41.8629,258.0,129.0,0.0,0.0,0.0614,0.2284,0.0509,2,1,1
10056.0,307.0,119.0,139.0,139.0,99.0,291.3319,193.2938,208.9593,90.2718,78.5016,139.0,139.0,0.0,0.0,0.1047,0.2672,0.027,7,4,1
10913.0,336.0,99.0,259.0,259.0,119.0,734.0497,131.6368,844.029,112.9004,92.1805,259.0,259.0,0.0,0.0,0.1465,0.1465,0.0221,7,1,0
139.0,5.0,199.0,99.0,99.0,259.0,321.8113,520.4087,219.0365,107.7033,102.8129,99.0,99.0,0.0,0.0,0.0635,0.0445,0.0088,1,5,1
2971.0,91.0,179.0,179.0,179.0,120.0,148.9505,94.5331,38.6005,121.7415,130.0087,179.0,179.0,0.0,0.0,1.1076,0.2931,0.016,2,5,0
2576.0,78.0,199.0,20.0,20.0,199.0,150.9015,117.5521,206.6519,355.7,380.1079,279.0,279.0,1912.0,1116.0,0.5345,1.4325,0.007,4,4,1
8163.0,255.0,99.0,99.0,99.0,159.0,171.1432,399.4277,113.0398,59.1037,61.0,99.0,99.0,0.0,0.0,0.0964,0.2504,0.012,4,7,1
9567.0,295.0,179.0,139.0,139.0,179.0,248.0247,50.5668,348.5183,104.9405,117.6403,159.0,159.0,0.0,318.0,0.1521,0.1856,0.0314,3,1,1
10162.0,310.0,139.0,99.0,99.0,99.0,96.6566,453.7744,40.6079,52.5024,58.9619,99.0,99.0,0.0,99.0,0.2192,0.4172,0.0127,2,2,0
1159.0,35.0,139.0,99.0,198.0,199.0,239.3141,64.158,209.6521,35.5985,25.2834,198.0,99.0,0.0,0.0,0.2638,0.3843,0.0413,5,2,1
10779.0,332.0,99.0,119.0,119.0,139.0,205.7,120.0135,212.0849,8.5,30.2696,119.0,119.0,0.0,80.0,0.185,0.204,0.0265,4,2,0
8800.0,278.0,119.0,239.0,239.0,119.0,776.0195,110.3913,788.0406,11.4127,13.4164,239.0,239.0,0.0,239.0,0.2133,0.1788,0.0319,9,2,0
7792.0,240.0,179.0,99.0,259.0,338.0,160.8182,349.5515,221.4611,70.9524,91.3154,159.0,159.0,2504.0,0.0,0.1526,0.1456,0.0152,6,1,0
6774.0,203.0,0.0,99.0,99.0,179.0,189.6905,106.3602,115.5206,70.7549,57.9245,119.0,119.0,358.0,119.0,-0.0371,0.1124,0.0122,4,3,0
427.0,13.0,139.0,318.0,318.0,139.0,508.0465,87.1737,501.5466,19.5576,24.1506,318.0,318.0,0.0,0.0,0.0868,0.0813,0.0611,2,2,1
5836.0,173.0,139.0,199.0,199.0,179.0,122.5653,142.9633,57.3149,61.2883,67.1751,199.0,199.0,0.0,0.0,0.0835,0.0975,0.0358,3,3,1
2531.0,78.0,279.0,339.0,339.0,199.0,63.8161,54.5573,105.6456,51.9062,69.4208,179.0,179.0,1335.0,937.0,1.7275,1.9765,0.0045,9,1,1
166.0,5.0,219.0,80.0,80.0,99.0,204.1378,229.5441,125.2996,83.9315,81.4448,80.0,80.0,0.0,0.0,0.17,0.1215,0.0071,9,3,0
3729.0,117.0,80.0,119.0,238.0,199.0,337.8113,600.4759,121.8072,213.2117,143.0122,238.0,119.0,0.0,0.0,0.1396,0.1396,0.0677,7,6,0
1725.0,54.0,119.0,99.0,99.0,99.0,123.0864,151.6344,34.4093,95.6831,100.4054,179.0,179.0,278.0,457.0,0.1464,0.2758,0.0295,4,3,0
2146.0,68.0,120.0,120.0,120.0,638.0,429.7726,0.0,479.5873,69.0887,81.8123,120.0,120.0,0.0,0.0,2.3504,2.3504,0.0283,4,1,0
9389.0,291.0,219.0,80.0,80.0,179.0,493.0096,168.7965,615.7085,122.0502,130.0087,80.0,80.0,0.0,0.0,0.1537,0.2497,0.0125,4,1,0
1319.0,42.0,99.0,239.0,239.0,139.0,996.452,162.4815,1070.3616,79.5692,87.6955,239.0,239.0,0.0,0.0,0.0567,0.1102,0.0255,3,1,0
4334.0,135.0,119.0,99.0,99.0,159.0,25.8118,189.0298,55.0,26.1008,32.9848,99.0,99.0,2086.0,99.0,0.091,0.089,0.0061,3,4,1
7108.0,216.0,179.0,139.0,139.0,80.0,232.5048,252.0005,216.0208,9.9247,5.7009,139.0,139.0,318.0,0.0,0.0781,0.1766,0.0324,9,4,0
8611.0,273.0,0.0,258.0,258.0,99.0,59.0339,142.6087,83.0,26.0048,31.1488,179.0,179.0,0.0,179.0,0.0222,0.5007,0.0301,5,2,0
1557.0,47.0,199.0,99.0,198.0,179.0,163.0598,144.105,48.7955,140.6743,132.8401,139.0,139.0,1094.0,1312.0,0.2081,0.0761,0.0172,5,2,0
7767.0,239.0,139.0,159.0,159.0,219.0,549.7811,106.0189,606.513,79.0142,83.0963,99.0,99.0,0.0,456.0,0.0721,0.3861,0.0141,5,1,1
404.0,12.0,80.0,99.0,99.0,99.0,89.8888,117.0043,108.2081,54.2517,53.1836,99.0,99.0,0.0,0.0,0.2943,0.2978,0.0179,6,1,1
10907.0,336.0,100.0,99.0,99.0,139.0,146.6024,320.8415,154.0811,16.2788,24.0052,99.0,99.0,0.0,0.0,-0.06,0.1465,0.0084,5,5,0
7924.0,246.0,219.0,119.0,119.0,119.0,57.3847,66.191,148.0034,111.7195,96.7536,119.0,119.0,0.0,119.0,0.1708,0.2198,0.0203,8,1,1
4512.0,139.0,179.0,159.0,159.0,199.0,127.5157,133.5758,69.7782,75.3608,66.6652,159.0,159.0,0.0,318.0,0.1662,0.3847,0.0414,3,6,0
6858.0,206.0,119.0,99.0,99.0,80.0,211.3534,196.4701,80.4487,161.623,159.0739,99.0,99.0,0.0,0.0,0.0869,0.2544,0.043,3,6,0
5939.0,176.0,80.0,119.0,119.0,139.0,324.5385,476.5231,242.825,90.4268,96.199,119.0,119.0,0.0,0.0,0.3136,0.3566,0.0155,8,6,1
2092.0,66.0,139.0,159.0,159.0,199.0,379.3761,391.554,480.4331,133.7881,140.1508,159.0,159.0,199.0,159.0,0.0374,0.1859,0.0159,5,5,0
7671.0,236.0,159.0,99.0,99.0,159.0,213.6428,573.0218,133.8245,92.9624,95.0789,159.0,159.0,1512.0,239.0,0.1821,0.2906,0.0159,9,6,0
10892.0,336.0,119.0,199.0,199.0,238.0,129.5039,166.3641,99.0404,42.7229,26.4433,199.0,199.0,0.0,0.0,-0.005,-0.005,0.017,2,2,1
3179.0,97.0,0.0,159.0,159.0,179.0,122.549,169.4993,229.264,110.4774,76.7626,358.0,179.0,0.0,1074.0,0.2646,0.5336,0.0691,2,1,0
9164.0,287.0,100.0,99.0,99.0,179.0,68.0625,83.9434,117.4564,67.7827,86.3264,99.0,99.0,0.0,0.0,0.3167,0.2002,0.0101,9,1,1
3201.0,98.0,179.0,458.0,458.0,518.0,113.7948,331.7699,245.9309,126.0198,129.0446,159.0,159.0,2728.0,219.0,0.9836,0.7796,0.0112,2,3,1
3517.0,108.0,119.0,80.0,80.0,179.0,186.6936,190.6948,117.3882,70.7107,57.5,80.0,80.0,0.0,0.0,0.1493,0.3008,0.0154,10,2,0
8777.0,278.0,139.0,199.0,199.0,139.0,453.1724,731.8021,373.0335,83.182,87.5514,199.0,199.0,0.0,0.0,0.1733,0.1588,0.0266,2,6,1
7521.0,229.0,139.0,100.0,100.0,119.0,128.8846,477.5128,62.6259,73.0428,90.824,100.0,100.0,377.0,0.0,0.0107,0.3627,0.0144,4,5,0
9804.0,302.0,219.0,100.0,100.0,139.0,234.8154,120.3755,373.5144,142.571,152.0008,100.0,100.0,0.0,0.0,0.122,0.258,0.0202,4,1,0
4742.0,146.0,219.0,219.0,219.0,119.0,174.0065,205.6502,120.1041,49.1554,59.0021,219.0,219.0,0.0,219.0,0.0596,0.2386,0.025,1,4,0
10108.0,308.0,100.0,219.0,398.0,358.0,428.2444,195.0641,540.4961,104.8344,90.0056,398.0,199.0,0.0,0.0,0.2507,0.2507,0.0426,10,1,1
4288.0,135.0,100.0,99.0,99.0,179.0,269.0297,353.8057,122.0041,148.5034,150.03,99.0,99.0,0.0,99.0,0.211,0.2655,0.0061,4,3,1
4864.0,149.0,219.0,239.0,239.0,139.0,96.5117,169.5118,65.0077,27.0416,19.7294,239.0,239.0,2405.0,875.0,-0.0969,-0.0334,0.0271,1,2,1
7461.0,227.0,80.0,99.0,99.0,139.0,127.3283,175.0714,162.7913,72.0625,84.7894,179.0,179.0,2701.0,0.0,0.0652,0.0592,0.0171,7,1,1
7812.0,240.0,199.0,239.0,239.0,179.0,259.5308,99.5301,250.056,41.6203,36.8782,239.0,239.0,0.0,239.0,-0.0834,0.1181,0.0228,5,5,0
3950.0,127.0,80.0,219.0,219.0,238.0,91.4289,122.602,34.8281,82.609,76.5131,219.0,219.0,0.0,219.0,0.1886,0.2141,0.029,4,3,0
4681.0,144.0,139.0,139.0,139.0,199.0,86.5361,868.4752,37.3363,54.0023,53.584,139.0,139.0,0.0,0.0,0.1227,0.1437,0.0152,7,8,0
306.0,9.0,159.0,99.0,99.0,119.0,428.7336,155.6478,507.2849,78.6448,74.7813,99.0,99.0,0.0,198.0,0.1644,0.1059,0.0127,9,2,0
7021.0,213.0,80.0,159.0,159.0,99.0,113.2089,198.5057,111.2205,49.0433,46.5027,159.0,159.0,0.0,0.0,0.0693,0.0703,0.0324,2,1,1
5211.0,157.0,139.0,119.0,119.0,80.0,93.5481,114.0395,20.6155,79.712,91.5014,119.0,119.0,519.0,0.0,0.1753,0.3413,0.0123,8,2,1
3625.0,112.0,99.0,159.0,159.0,238.0,490.7364,106.3602,521.6474,38.7072,27.5726,159.0,159.0,238.0,0.0,0.2715,0.614,0.0491,6,2,0
962.0,30.0,497.0,298.0,298.0,119.0,246.7919,241.2494,167.5858,87.1321,85.6519,298.0,298.0,934.0,0.0,0.0309,0.2074,0.0306,1,2,1
4922.0,150.0,159.0,179.0,179.0,159.0,129.1395,90.8102,50.1597,73.8394,81.7206,179.0,179.0,2346.0,0.0,0.2116,0.1196,0.0161,1,6,1
9250.0,289.0,179.0,159.0,159.0,139.0,650.5115,122.0656,693.4119,116.9284,93.0215,159.0,159.0,11988.0,4931.0,0.1902,0.2022,0.0077,1,2,0
329.0,10.0,159.0,139.0,139.0,139.0,132.795,215.6879,100.7174,34.2965,38.1608,139.0,139.0,0.0,0.0,0.0129,0.0639,0.0238,3,2,0
3237.0,98.0,219.0,140.0,140.0,160.0,71.0634,82.5015,21.095,41.6083,60.5743,140.0,140.0,0.0,0.0,0.3711,2.0166,0.0099,8,7,0
5567.0,166.0,99.0,159.0,338.0,139.0,113.2166,788.9899,50.2494,62.8828,146.0009,338.0,169.0,0.0,0.0,0.035,0.106,0.0253,5,6,0
1665.0,52.0,0.0,139.0,238.0,99.0,315.3336,169.3576,357.4353,51.2884,48.3037,199.0,199.0,0.0,497.0,0.1171,0.1371,0.0175,4,1,0
7564.0,231.0,219.0,219.0,219.0,278.0,221.0204,316.2278,168.1458,40.078,52.7873,219.0,219.0,0.0,0.0,0.2697,0.2697,0.0367,10,3,1
1440.0,44.0,99.0,179.0,318.0,278.0,114.1337,87.0919,156.5886,80.6505,23.6907,318.0,159.0,4592.0,1494.0,0.1921,0.2496,0.0213,7,1,1
29.0,1.0,139.0,179.0,179.0,159.0,401.0527,713.9009,335.7216,69.3578,47.2149,179.0,179.0,0.0,0.0,0.1035,0.1035,0.0234,10,5,0
7400.0,226.0,80.0,179.0,179.0,239.0,228.6329,196.5407,147.7329,86.8936,88.9565,179.0,179.0,0.0,0.0,0.0143,0.1388,0.0219,8,3,0
10392.0,317.0,119.0,258.0,258.0,199.0,190.0164,205.2182,95.2575,100.8067,83.3607,258.0,258.0,0.0,0.0,0.1352,0.1717,0.0424,8,3,0
5070.0,154.0,139.0,99.0,99.0,219.0,107.6708,418.7317,23.7697,82.2192,95.3231,99.0,99.0,0.0,0.0,0.1523,0.1818,0.0115,4,5,1
8216.0,256.0,139.0,119.0,119.0,219.0,141.673,182.4918,63.2851,82.8689,74.2445,119.0,119.0,0.0,99.0,0.0129,0.2364,0.0102,5,2,0
1875.0,58.0,99.0,99.0,99.0,139.0,225.9657,249.6643,126.0357,97.5833,90.5014,99.0,99.0,0.0,0.0,0.1384,0.2394,0.015,7,3,1
30.0,1.0,219.0,199.0,338.0,139.0,713.9009,74.2243,688.767,42.3232,16.9189,159.0,159.0,0.0,0.0,0.125,0.125,0.0208,3,2,1
724.0,22.0,139.0,199.0,199.0,139.0,381.5659,89.0126,398.2123,20.1804,38.2655,159.0,159.0,2306.0,3040.0,-0.0154,0.0316,0.0095,3,2,1
5356.0,161.0,358.0,179.0,179.0,318.0,187.8224,473.6465,103.0194,75.4255,85.6519,179.0,179.0,0.0,0.0,0.1332,0.0472,0.0215,5,3,1
8555.0,271.0,159.0,159.0,159.0,179.0,77.1622,136.8247,79.0569,58.3095,58.2516,159.0,159.0,0.0,0.0,0.1212,0.3122,0.0282,3,1,0
4372.0,136.0,199.0,199.0,338.0,238.0,211.9104,133.5758,136.0037,84.0788,55.8055,338.0,169.0,0.0,199.0,-0.0378,0.0942,0.0126,5,3,1
612.0,19.0,119.0,159.0,159.0,318.0,242.7725,0.0,212.0094,28.5175,12.855,159.0,159.0,0.0,318.0,0.3303,0.3303,0.0357,3,7,0
2836.0,86.0,239.0,239.0,239.0,239.0,77.785,320.7437,190.5466,121.837,89.3155,239.0,239.0,438.0,0.0,-0.7018,-0.2613,0.0271,6,5,1
5032.0,153.0,199.0,119.0,119.0,139.0,99.5038,117.031,32.8024,74.4312,74.3135,119.0,119.0,0.0,0.0,0.2806,0.4191,0.0099,8,6,0
6106.0,180.0,199.0,179.0,179.0,139.0,148.5,492.9148,130.9809,32.8024,31.4682,179.0,179.0,0.0,0.0,0.1126,0.2701,0.0173,6,5,0
9364.0,290.0,100.0,99.0,99.0,99.0,125.6831,100.927,178.0,51.4417,71.007,99.0,99.0,99.0,0.0,0.2062,0.2407,0.0144,9,2,0
8758.0,277.0,199.0,139.0,139.0,99.0,244.4013,206.5387,209.0383,33.1097,29.0947,139.0,139.0,0.0,0.0,0.2088,0.1963,0.0147,10,3,1
7786.0,240.0,139.0,159.0,159.0,179.0,265.557,223.6347,217.4419,66.6277,63.675,159.0,159.0,0.0,159.0,0.0326,0.1526,0.0152,1,4,1
2795.0,85.0,100.0,319.0,319.0,219.0,560.7069,142.5219,605.3098,35.0143,68.0018,319.0,319.0,0.0,0.0,0.4217,1.0317,0.0289,8,1,0
8468.0,267.0,219.0,298.0,298.0,239.0,129.0242,73.0274,75.9539,55.1589,43.0639,298.0,298.0,0.0,0.0,0.3002,0.2242,0.0592,2,2,0
1155.0,35.0,100.0,179.0,179.0,199.0,212.9519,43.2348,232.9485,27.4089,19.9123,179.0,179.0,199.0,0.0,0.2168,0.3843,0.0374,3,2,0
10902.0,336.0,139.0,99.0,99.0,139.0,95.5628,151.6616,153.6392,61.5731,51.3931,99.0,99.0,0.0,99.0,-0.1045,0.0005,0.0084,4,1,1
8206.0,256.0,199.0,100.0,100.0,99.0,398.4595,313.8889,458.3939,77.6209,227.4626,377.0,125.6667,0.0,258.0,0.3554,0.3329,0.0323,2,1,1
5115.0,155.0,139.0,278.0,278.0,119.0,121.1084,79.5393,187.8643,76.8505,51.8097,378.0,378.0,1252.0,378.0,0.1288,0.0833,0.0341,3,1,0
4523.0,140.0,278.0,318.0,318.0,238.0,741.5153,409.1314,875.8225,151.9581,149.7005,318.0,318.0,0.0,0.0,0.1942,0.1052,0.063,3,1,1
7447.0,227.0,159.0,159.0,159.0,159.0,111.2845,105.5462,151.4893,143.2655,141.5495,159.0,159.0,0.0,0.0,0.0162,0.1602,0.0152,6,2,1
10116.0,309.0,0.0,179.0,179.0,259.0,0.0,168.6453,0.0,57.1402,69.5018,179.0,179.0,0.0,199.0,0.1032,0.0882,0.0212,1,1,1
